1.0   4.83992483492e+54
1.5   1.10045243221e+55
2.0   1.89154880934e+55
2.5   2.79037976704e+55
3.0   3.73869007437e+55
3.5   4.68935022003e+55
4.0   5.60603885798e+55
4.5   6.46194892756e+55
5.0   7.2382664569e+55
5.5   7.92272107748e+55
6.0   8.50831021959e+55
6.5   8.99221462142e+55
7.0   9.37489005919e+55
7.5   9.65931066071e+55
8.0   9.85033929632e+55
8.5   9.95420403151e+55
9.0   9.97806368022e+55
9.5   9.92964903082e+55
10.0   9.81696903914e+55
10.5   9.64807324457e+55
11.0   9.43086303099e+55
11.5   9.17294530257e+55
12.0   8.88152282601e+55
12.5   8.56331601688e+55
13.0   8.22451139398e+55
13.5   7.87073233611e+55
14.0   7.50702817606e+55
14.5   7.13787806363e+55
15.0   6.76720642567e+55
15.5   6.39840724111e+55
16.0   6.03437472595e+55
16.5   5.67753838258e+55
17.0   5.32990070204e+55
17.5   4.99307611478e+55
18.0   4.66833006114e+55
18.5   4.35661729715e+55
19.0   4.05861876357e+55
19.5   3.77477652817e+55
20.0   3.50532646463e+55
20.5   3.250328458e+55
21.0   3.00969403036e+55
21.5   2.78321136183e+55
22.0   2.57056774649e+55
22.5   2.37136957032e+55
23.0   2.18515993365e+55
23.5   2.01143406432e+55
24.0   1.84965268247e+55
24.5   1.69925348603e+55
25.0   1.55966092759e+55
25.5   1.43029445125e+55
26.0   1.31057535242e+55
26.5   1.19993241549e+55
27.0   1.09780647506e+55
27.5   1.00365403552e+55
28.0   9.16950073355e+54
28.5   8.37190134884e+54
29.0   7.63891831663e+54
29.5   6.96595824963e+54
30.0   6.34866380845e+54
30.5   5.78291567876e+54
31.0   5.26483160844e+54
31.5   4.79076305792e+54
32.0   4.3572899441e+54
32.5   3.96121389193e+54
33.0   3.59955034892e+54
33.5   3.26951986449e+54
34.0   2.96853878967e+54
34.5   2.69420961099e+54
35.0   2.4443110965e+54
35.5   2.21678839995e+54
36.0   2.00974324207e+54
36.5   1.82142426412e+54
37.0   1.65021762858e+54
37.5   1.49463792473e+54
38.0   1.353319422e+54
38.5   1.22500770188e+54
39.0   1.10855168867e+54
39.5   1.00289609084e+54
40.0   9.0707425793e+53
40.5   8.20201451945e+53
41.0   7.4146852774e+53
41.5   6.70136013369e+53
42.0   6.0552857841e+53
42.5   5.47029876265e+53
43.0   4.94077744916e+53
43.5   4.46159749524e+53
44.0   4.02809049667e+53
44.5   3.63600573678e+53
45.0   3.28147482503e+53
45.5   2.9609790568e+53
46.0   2.6713193236e+53
46.5   2.4095884078e+53
47.0   2.17314550163e+53
47.5   1.9595927966e+53
48.0   1.76675399651e+53
48.5   1.59265461438e+53
49.0   1.43550392115e+53
49.5   1.29367842143e+53
50.0   1.16570673911e+53
50.5   1.05025580274e+53
51.0   9.4611822791e+52
51.5   8.52200800699e+52
52.0   7.67513972685e+52
52.5   6.91162284633e+52
53.0   6.22335641727e+52
53.5   5.60301369054e+52
54.0   5.04396981356e+52
54.5   4.54023606153e+52
55.0   4.08640004072e+52
55.5   3.67757134652e+52
56.0   3.30933220057e+52
56.5   2.97769262953e+52
57.0   2.67904978432e+52
57.5   2.4101510316e+52
58.0   2.16806048019e+52
58.5   1.95012863378e+52
59.0   1.75396488727e+52
59.5   1.57741260873e+52
60.0   1.41852657097e+52
60.5   1.2755525176e+52
61.0   1.14690866703e+52
61.5   1.03116897558e+52
62.0   9.27047996378e+51
62.5   8.3338718573e+51
63.0   7.49142521571e+51
63.5   6.73373311197e+51
64.0   6.05232076385e+51
64.5   5.43955414322e+51
65.0   4.88855742043e+51
65.5   4.39313840579e+51
66.0   3.94772122744e+51
66.5   3.54728555548e+51
67.0   3.18731174669e+51
67.5   2.8637313422e+51
68.0   2.57288240398e+51
68.5   2.31146922436e+51
69.0   2.07652598647e+51
69.5   1.86538399363e+51
70.0   1.67564212207e+51
70.5   1.50514018375e+51
71.0   1.35193491658e+51
71.5   1.21427834587e+51
72.0   1.09059828553e+51
72.5   9.79480769969e+50
73.0   8.79654227499e+50
73.5   7.89975224466e+50
74.0   7.09415625827e+50
74.5   6.37051032814e+50
75.0   5.72050371865e+50
75.5   5.13666521264e+50
76.0   4.61227872958e+50
76.5   4.14130737073e+50
77.0   3.71832505663e+50
77.5   3.33845500412e+50
78.0   2.99731436399e+50
78.5   2.690964407e+50
79.0   2.41586570625e+50
79.5   2.16883781836e+50
80.0   1.94702301489e+50
