age   2.0   2.1   2.2   2.3   2.35
1400.0   1.4956446826840242e-44   1.7562099584129482e-44   2.1001344086021507e-44   2.532825417409629e-44   2.800179211469534e-44
1600.0   1.48682082024931e-44   1.7440562562786026e-44   2.0742068233107662e-44   2.507623174450329e-44   2.7542746342323287e-44
1800.0   1.4781004635323055e-44   1.73206961534198e-44   2.057274522712311e-44   2.4707463630613537e-44   2.724498692240628e-44
2000.0   1.4694818019373649e-44   1.7202466145546627e-44   2.0406164294109966e-44   2.446758534293768e-44   2.695359668794204e-44
2500.0   1.4567406302442662e-44   1.6913834163238797e-44   2.0001280081925246e-44   2.400153609831029e-44   2.625168010752688e-44
3000.0   1.4483685576566556e-44   1.674525774300718e-44   1.9688760080645162e-44   2.355290925535122e-44   2.5715931533903887e-44
3500.0   1.4442185044828545e-44   1.6634727988927926e-44   1.9460704944575913e-44   2.3120745782775973e-44   2.5201612903225804e-44
4000.0   1.4400921658986176e-44   1.6580008488964347e-44   1.9311580768755408e-44   2.280688950518173e-44   2.4829175274114096e-44
4500.0   1.4400921658986176e-44   1.6471642420409025e-44   1.9164724641236355e-44   2.25014400921659e-44   2.4586939417781276e-44
5000.0   1.4400921658986176e-44   1.6417988862036356e-44   1.9020085209981743e-44   2.2302312303739654e-44   2.4232320099255586e-44
6000.0   1.4359893392151457e-44   1.6311723561958454e-44   1.8807173808377467e-44   2.201014227355966e-44   2.3775106512477176e-44
7000.0   1.4359893392151457e-44   1.625910509885536e-44   1.8667861409796895e-44   2.1632285753841895e-44   2.3443360840210054e-44
8000.0   1.4359893392151457e-44   1.6206825018151646e-44   1.8530597722960154e-44   2.144818119423473e-44   2.3120745782775973e-44
9000.0   1.4400921658986176e-44   1.615488006617039e-44   1.8395337885566283e-44   2.1177825969097318e-44   2.280688950518173e-44
10000.0   1.4400921658986176e-44   1.615488006617039e-44   1.8328445747800588e-44   2.1001344086021507e-44   2.260234341096485e-44
11000.0   1.4442185044828545e-44   1.610326703081521e-44   1.8262038335670876e-44   2.0914201579440503e-44   2.2401433691756274e-44
12000.0   1.4442185044828545e-44   1.610326703081521e-44   1.8196110399441016e-44   2.0742068233107662e-44   2.2302312303739654e-44
13000.0   1.4400921658986176e-44   1.610326703081521e-44   1.8130656764910653e-44   2.0657059756742464e-44   2.2106677985285798e-44
14000.0   1.431909824046921e-44   1.605198274090816e-44   1.8130656764910653e-44   2.057274522712311e-44   2.201014227355966e-44
15000.0   1.4278534222790826e-44   1.6001024065540196e-44   1.806567233206151e-44   2.0489116181484397e-44   2.191444600280505e-44
16000.0   1.4238199380353562e-44   1.5900071232319122e-44   1.800115207373272e-44   2.0489116181484397e-44   2.191444600280505e-44
17000.0   1.4198091776465244e-44   1.585007100831812e-44   1.7937091034324417e-44   2.0489116181484397e-44   2.1819578271191173e-44
18000.0   1.4158209496194275e-44   1.575100806451613e-44   1.781032714008891e-44   2.0406164294109966e-44   2.1819578271191173e-44
19000.0   1.411855064606488e-44   1.5701939503567483e-44   1.7747614720581554e-44   2.03238813735692e-44   2.1819578271191173e-44
20000.0   1.4079113353757434e-44   1.5653175716289323e-44   1.7623505526731334e-44   2.024225936002073e-44   2.1725528364849835e-44
