age   2.0   2.1   2.2   2.3   2.35
1600.0   1.6311723561958454e-44   1.9536134033508378e-44   2.366348629410874e-44   2.9134812604885324e-44   3.251821019771072e-44
1800.0   1.6206825018151646e-44   1.9385856079404468e-44   2.3443360840210054e-44   2.8967371153133113e-44   3.230976013234078e-44
2000.0   1.610326703081521e-44   1.9237872445210542e-44   2.3334826762246116e-44   2.863819648093842e-44   3.1900775826868114e-44
2500.0   1.5950387913434057e-44   1.8948581130244968e-44   2.2910557184750735e-44   2.8158226707514867e-44   3.1306351432578646e-44
3000.0   1.585007100831812e-44   1.873725866410841e-44   2.25014400921659e-44   2.7542746342323287e-44   3.07336742722266e-44
3500.0   1.5800384265345333e-44   1.8530597722960154e-44   2.2302312303739654e-44   2.724498692240628e-44   3.0181572339192583e-44
4000.0   1.575100806451613e-44   1.8462720075623303e-44   2.201014227355966e-44   2.6810226492793414e-44   2.9824393968314564e-44
4500.0   1.5701939503567483e-44   1.8328445747800588e-44   2.191444600280505e-44   2.6528013582342956e-44   2.9304201050262566e-44
5000.0   1.5653175716289323e-44   1.8262038335670876e-44   2.1725528364849835e-44   2.625168010752688e-44   2.9134812604885324e-44
6000.0   1.5604713871966446e-44   1.8130656764910653e-44   2.144818119423473e-44   2.5847808105872625e-44   2.863819648093842e-44
7000.0   1.5556551174830746e-44   1.800115207373272e-44   2.126718388457874e-44   2.558539381038153e-44   2.8158226707514867e-44
8000.0   1.5556551174830746e-44   1.7937091034324417e-44   2.1089215818599004e-44   2.532825417409629e-44   2.78470860809125e-44
9000.0   1.5556551174830746e-44   1.7873484328528943e-44   2.1001344086021507e-44   2.507623174450329e-44   2.7542746342323287e-44
10000.0   1.5604713871966446e-44   1.7873484328528943e-44   2.0914201579440503e-44   2.4829175274114096e-44   2.724498692240628e-44
11000.0   1.5604713871966446e-44   1.781032714008891e-44   2.0827779258864305e-44   2.4707463630613537e-44   2.7098508498092267e-44
12000.0   1.5604713871966446e-44   1.781032714008891e-44   2.0742068233107662e-44   2.4586939417781276e-44   2.695359668794204e-44
13000.0   1.5556551174830746e-44   1.781032714008891e-44   2.0742068233107662e-44   2.4586939417781276e-44   2.6810226492793414e-44
14000.0   1.5508684863523573e-44   1.781032714008891e-44   2.0657059756742464e-44   2.446758534293768e-44   2.6810226492793414e-44
15000.0   1.546111221056798e-44   1.7685342388228636e-44   2.0657059756742464e-44   2.446758534293768e-44   2.6810226492793414e-44
16000.0   1.5413830521850646e-44   1.7623505526731334e-44   2.0657059756742464e-44   2.446758534293768e-44   2.6810226492793414e-44
17000.0   1.53668371361133e-44   1.7562099584129482e-44   2.057274522712311e-44   2.446758534293768e-44   2.6810226492793414e-44
18000.0   1.532012942445338e-44   1.7501120071684588e-44   2.0489116181484397e-44   2.4586939417781276e-44   2.695359668794204e-44
19000.0   1.532012942445338e-44   1.7501120071684588e-44   2.0406164294109966e-44   2.446758534293768e-44   2.7098508498092267e-44
20000.0   1.5273704789833823e-44   1.7440562562786026e-44   2.0406164294109966e-44   2.446758534293768e-44   2.7098508498092267e-44
